index,timestamp,bit,p0,p1,confidence,model,elapsed_ms,input_tokens,output_tokens,history_before,history_after
52,2026-09-22T12:07:22.981827+08:00,0,0.65,0.35,0.31,jev-1.13.0,440.05,428,31,01010000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000
53,2026-09-22T12:07:23.422139+08:00,0,0.65,0.35,0.3,jev-1.13.0,374.19,430,31,010100000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000
54,2026-09-22T12:07:23.796545+08:00,0,0.64,0.36,0.28,jev-1.13.0,406.15,432,31,0101000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000
55,2026-09-22T12:07:24.202973+08:00,0,0.65,0.35,0.31,jev-1.13.0,380.77,434,31,01010000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000
56,2026-09-22T12:07:24.584077+08:00,0,0.68,0.32,0.35,jev-1.13.0,395.69,436,31,010100000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000
57,2026-09-22T12:07:24.980098+08:00,0,0.66,0.34,0.33,jev-1.13.0,344.46,438,31,0101000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000
58,2026-09-22T12:07:25.324842+08:00,0,0.73,0.27,0.46,jev-1.13.0,379.37,440,31,01010000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000
59,2026-09-22T12:07:25.704477+08:00,0,0.67,0.33,0.33,jev-1.13.0,386.01,442,31,010100000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000
60,2026-09-22T12:07:26.090829+08:00,0,0.72,0.28,0.44,jev-1.13.0,394.81,444,31,0101000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000
61,2026-09-22T12:07:26.485900+08:00,0,0.67,0.33,0.34,jev-1.13.0,442.78,446,31,01010000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000
62,2026-09-22T12:07:26.928937+08:00,0,0.66,0.34,0.32,jev-1.13.0,453.61,448,31,010100000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000
63,2026-09-22T12:07:27.382867+08:00,0,0.67,0.33,0.33,jev-1.13.0,400.92,450,31,0101000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000
64,2026-09-22T12:07:27.784047+08:00,0,0.68,0.32,0.36,jev-1.13.0,415.99,452,31,01010000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000
65,2026-09-22T12:07:28.200339+08:00,0,0.67,0.33,0.34,jev-1.13.0,394.97,454,31,010100000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000
66,2026-09-22T12:07:28.595583+08:00,0,0.67,0.33,0.35,jev-1.13.0,383.22,456,31,0101000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000
67,2026-09-22T12:07:28.979063+08:00,0,0.7,0.3,0.4,jev-1.13.0,353.45,458,31,01010000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000
68,2026-09-22T12:07:29.332804+08:00,0,0.67,0.33,0.33,jev-1.13.0,373.66,460,31,010100000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000
69,2026-09-22T12:07:29.706757+08:00,0,0.67,0.33,0.33,jev-1.13.0,374.48,462,31,0101000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000
70,2026-09-22T12:07:30.081501+08:00,0,0.71,0.29,0.41,jev-1.13.0,435.69,464,31,01010000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000
71,2026-09-22T12:07:30.517494+08:00,0,0.67,0.33,0.34,jev-1.13.0,370.53,466,31,010100000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000
72,2026-09-22T12:07:30.888292+08:00,0,0.64,0.36,0.29,jev-1.13.0,416.71,468,31,0101000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000
73,2026-09-22T12:07:31.305257+08:00,0,0.65,0.35,0.29,jev-1.13.0,412.5,470,31,01010000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000
74,2026-09-22T12:07:31.717997+08:00,0,0.68,0.32,0.37,jev-1.13.0,362.68,472,31,010100000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000
75,2026-09-22T12:07:32.081039+08:00,0,0.66,0.34,0.32,jev-1.13.0,398.31,474,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000
76,2026-09-22T12:07:32.479663+08:00,0,0.67,0.33,0.33,jev-1.13.0,422.74,476,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000
77,2026-09-22T12:07:32.902718+08:00,0,0.72,0.28,0.44,jev-1.13.0,414.29,478,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000
78,2026-09-22T12:07:33.317315+08:00,0,0.64,0.36,0.27,jev-1.13.0,364.06,480,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000
79,2026-09-22T12:07:33.681676+08:00,0,0.71,0.29,0.42,jev-1.13.0,414.24,482,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000
80,2026-09-22T12:07:34.096227+08:00,0,0.65,0.35,0.3,jev-1.13.0,387.12,484,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000
81,2026-09-22T12:07:34.483730+08:00,0,0.69,0.31,0.37,jev-1.13.0,398.91,486,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000
82,2026-09-22T12:07:34.882892+08:00,0,0.68,0.32,0.35,jev-1.13.0,397.03,488,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000
83,2026-09-22T12:07:35.280199+08:00,0,0.66,0.34,0.32,jev-1.13.0,399.28,490,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000
84,2026-09-22T12:07:35.679783+08:00,0,0.63,0.37,0.26,jev-1.13.0,399.28,492,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000
85,2026-09-22T12:07:36.079335+08:00,0,0.71,0.29,0.42,jev-1.13.0,402.48,494,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000
86,2026-09-22T12:07:36.482065+08:00,0,0.7,0.3,0.41,jev-1.13.0,399.61,496,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
87,2026-09-22T12:07:36.881960+08:00,0,0.69,0.31,0.37,jev-1.13.0,399.29,498,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
88,2026-09-22T12:07:37.281544+08:00,0,0.68,0.32,0.37,jev-1.13.0,401.31,500,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
89,2026-09-22T12:07:37.683130+08:00,0,0.66,0.34,0.31,jev-1.13.0,398.42,502,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
90,2026-09-22T12:07:38.081863+08:00,0,0.67,0.33,0.35,jev-1.13.0,428.83,504,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
91,2026-09-22T12:07:38.510963+08:00,0,0.67,0.33,0.33,jev-1.13.0,388.17,506,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
92,2026-09-22T12:07:38.899455+08:00,0,0.71,0.29,0.43,jev-1.13.0,379.84,508,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
93,2026-09-22T12:07:39.279619+08:00,0,0.64,0.36,0.28,jev-1.13.0,404.51,510,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
94,2026-09-22T12:07:39.684451+08:00,0,0.65,0.35,0.3,jev-1.13.0,397.24,512,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
95,2026-09-22T12:07:40.081933+08:00,0,0.69,0.31,0.37,jev-1.13.0,514.95,514,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
96,2026-09-22T12:07:40.597190+08:00,0,0.65,0.35,0.3,jev-1.13.0,386.24,516,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
97,2026-09-22T12:07:40.983754+08:00,0,0.65,0.35,0.3,jev-1.13.0,396.78,518,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
98,2026-09-22T12:07:41.380782+08:00,0,0.71,0.29,0.42,jev-1.13.0,401.91,520,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
99,2026-09-22T12:07:41.783102+08:00,0,0.64,0.36,0.27,jev-1.13.0,418.04,522,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
100,2026-09-22T12:07:42.201405+08:00,0,0.61,0.39,0.23,jev-1.13.0,343.66,524,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
101,2026-09-22T12:07:42.545359+08:00,0,0.69,0.31,0.37,jev-1.13.0,339.21,526,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
102,2026-09-22T12:07:42.884809+08:00,0,0.69,0.31,0.39,jev-1.13.0,433.85,528,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
103,2026-09-22T12:07:43.318913+08:00,0,0.68,0.32,0.36,jev-1.13.0,374.89,530,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
104,2026-09-22T12:07:43.694057+08:00,0,0.7,0.3,0.4,jev-1.13.0,385.94,532,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
105,2026-09-22T12:07:44.080241+08:00,0,0.65,0.35,0.31,jev-1.13.0,403.76,534,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
106,2026-09-22T12:07:44.484268+08:00,0,0.69,0.31,0.38,jev-1.13.0,402.06,536,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
107,2026-09-22T12:07:44.886664+08:00,0,0.7,0.3,0.4,jev-1.13.0,492.03,538,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
108,2026-09-22T12:07:45.379025+08:00,0,0.66,0.34,0.32,jev-1.13.0,406.19,540,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
109,2026-09-22T12:07:45.785514+08:00,0,0.69,0.31,0.39,jev-1.13.0,393.67,542,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
110,2026-09-22T12:07:46.179529+08:00,0,0.68,0.32,0.36,jev-1.13.0,403.69,544,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
111,2026-09-22T12:07:46.583541+08:00,0,0.67,0.33,0.35,jev-1.13.0,417.28,546,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
112,2026-09-22T12:07:47.001134+08:00,0,0.69,0.31,0.38,jev-1.13.0,384.36,548,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
113,2026-09-22T12:07:47.385753+08:00,0,0.67,0.33,0.35,jev-1.13.0,495.85,550,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
114,2026-09-22T12:07:47.881846+08:00,0,0.65,0.35,0.31,jev-1.13.0,397.2,552,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
115,2026-09-22T12:07:48.279346+08:00,0,0.64,0.36,0.28,jev-1.13.0,418.88,554,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
116,2026-09-22T12:07:48.698496+08:00,0,0.7,0.3,0.4,jev-1.13.0,389.77,556,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
117,2026-09-22T12:07:49.088507+08:00,0,0.69,0.31,0.38,jev-1.13.0,420.02,558,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
118,2026-09-22T12:07:49.508874+08:00,0,0.67,0.33,0.33,jev-1.13.0,345.11,560,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
119,2026-09-22T12:07:49.854261+08:00,0,0.66,0.34,0.32,jev-1.13.0,355.82,562,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
120,2026-09-22T12:07:50.210336+08:00,0,0.66,0.34,0.33,jev-1.13.0,393.86,564,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
121,2026-09-22T12:07:50.604469+08:00,0,0.66,0.34,0.32,jev-1.13.0,403.24,566,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
122,2026-09-22T12:07:51.008005+08:00,0,0.69,0.31,0.38,jev-1.13.0,375.37,568,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
123,2026-09-22T12:07:51.383707+08:00,0,0.66,0.34,0.31,jev-1.13.0,498.32,570,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
124,2026-09-22T12:07:51.882290+08:00,0,0.67,0.33,0.34,jev-1.13.0,417.49,572,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
125,2026-09-22T12:07:52.300183+08:00,0,0.66,0.34,0.32,jev-1.13.0,391.96,574,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
126,2026-09-22T12:07:52.692495+08:00,0,0.67,0.33,0.35,jev-1.13.0,345.78,576,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
127,2026-09-22T12:07:53.038608+08:00,0,0.68,0.32,0.35,jev-1.13.0,445.51,578,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
128,2026-09-22T12:07:53.484387+08:00,0,0.68,0.32,0.36,jev-1.13.0,495.33,580,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
129,2026-09-22T12:07:53.980000+08:00,0,0.67,0.33,0.35,jev-1.13.0,410.43,582,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
130,2026-09-22T12:07:54.390853+08:00,0,0.71,0.29,0.42,jev-1.13.0,391.41,584,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
131,2026-09-22T12:07:54.782577+08:00,0,0.66,0.34,0.33,jev-1.13.0,400.57,586,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
132,2026-09-22T12:07:55.183428+08:00,0,0.67,0.33,0.34,jev-1.13.0,407.52,588,31,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
133,2026-09-22T12:07:55.591231+08:00,0,0.7,0.3,0.41,jev-1.13.0,404.82,590,31,01010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
134,2026-09-22T12:07:55.996308+08:00,0,0.65,0.35,0.29,jev-1.13.0,390.83,592,31,010100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,0101000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
