index,timestamp,bit,p0,p1,confidence,model,elapsed_ms,input_tokens,output_tokens,salt
64,2026-09-22T10:53:16.387346+08:00,0,0.58,0.42,0.17,jev-1.13.0,837.67,341,31,6a2ee680dcfea649120f23630914bc09
65,2026-09-22T10:53:17.225312+08:00,0,0.59,0.41,0.17,jev-1.13.0,452.37,344,31,5e79a7d00fa86787c2722266e7e2de68
66,2026-09-22T10:53:17.678051+08:00,0,0.6,0.4,0.2,jev-1.13.0,408.3,341,31,ef5a11ec604bd8d06607540e7d2260fe
67,2026-09-22T10:53:18.086654+08:00,0,0.59,0.41,0.19,jev-1.13.0,421.03,343,31,a57a034256ec3d82de4b17c298d0d4c6
68,2026-09-22T10:53:18.507954+08:00,0,0.53,0.47,0.06,jev-1.13.0,415.21,341,31,9f3456dd2950c91f100c647efaac16fd
69,2026-09-22T10:53:18.923419+08:00,0,0.55,0.45,0.1,jev-1.13.0,387.62,341,31,1ca498ff3f6ca88aa4df877e3e601408
70,2026-09-22T10:53:19.311248+08:00,0,0.6,0.4,0.21,jev-1.13.0,829.41,340,31,d12230ebe31ba4fd5d65e5c8ba8b5842
71,2026-09-22T10:53:20.140883+08:00,0,0.58,0.42,0.17,jev-1.13.0,1793.76,339,31,4bf57b1fd3704ccb5876f8db7c9ace7d
72,2026-09-22T10:53:21.934967+08:00,0,0.62,0.38,0.24,jev-1.13.0,409.13,342,31,ddb163b0e02e6e8a70afcc3f05900758
73,2026-09-22T10:53:22.344361+08:00,0,0.54,0.46,0.07,jev-1.13.0,850.13,345,31,746086875958b21b1908da4f2c87935a
74,2026-09-22T10:53:23.194812+08:00,0,0.55,0.45,0.1,jev-1.13.0,394.55,344,31,7573c309341da47d33e3e7dc982a00a7
75,2026-09-22T10:53:23.589674+08:00,0,0.61,0.39,0.21,jev-1.13.0,462.13,342,31,c299dd6794f14d860443bae609f5a1e7
76,2026-09-22T10:53:24.052109+08:00,0,0.57,0.43,0.13,jev-1.13.0,415.69,342,31,9fe8774f884d696deafa480914885d80
77,2026-09-22T10:53:24.468118+08:00,0,0.64,0.36,0.28,jev-1.13.0,405.41,340,31,dab4acbc1b9863ff2b760578255867f0
78,2026-09-22T10:53:24.873823+08:00,0,0.61,0.39,0.23,jev-1.13.0,412.25,345,31,e209f994329211e94c9479649348707d
79,2026-09-22T10:53:25.286298+08:00,0,0.56,0.44,0.12,jev-1.13.0,979.73,343,31,278b5cb164e59167a23a7afd74170917
80,2026-09-22T10:53:26.266256+08:00,0,0.6,0.4,0.2,jev-1.13.0,450.5,341,31,e3423bf30ec0ad65ed0b2384d69033c4
81,2026-09-22T10:53:26.717033+08:00,0,0.57,0.43,0.14,jev-1.13.0,369.35,343,31,2a0ee5ce13d0d030159e292883b9e3bf
82,2026-09-22T10:53:27.086674+08:00,0,0.56,0.44,0.11,jev-1.13.0,386.77,343,31,8d5e3481b3568fb0cc85e15cc459c149
83,2026-09-22T10:53:27.473734+08:00,0,0.55,0.45,0.11,jev-1.13.0,382.24,337,31,59deedb122ba4accbe96795bbb9dd71f
84,2026-09-22T10:53:27.856274+08:00,0,0.56,0.44,0.12,jev-1.13.0,720.74,344,31,5445b869513bc9d8a387cc39d78b7163
85,2026-09-22T10:53:28.577251+08:00,0,0.55,0.45,0.11,jev-1.13.0,436.35,342,31,3a9f9f86da8e327d91e2dd85b9dea25c
86,2026-09-22T10:53:29.013875+08:00,0,0.64,0.36,0.29,jev-1.13.0,410.08,343,31,c06608927c7224d302eb454bd5931b53
87,2026-09-22T10:53:29.424213+08:00,0,0.56,0.44,0.13,jev-1.13.0,780.08,341,31,31b639af4c0854a33ff55d573eefed73
88,2026-09-22T10:53:30.204525+08:00,0,0.54,0.46,0.08,jev-1.13.0,404.28,339,31,77f112f03ac66bb51eb6cfe6c8bfacfd
89,2026-09-22T10:53:30.609231+08:00,0,0.52,0.48,0.04,jev-1.13.0,374.3,344,31,6637c121e9e1866369b90d0fdeb71186
90,2026-09-22T10:53:30.983947+08:00,0,0.54,0.46,0.07,jev-1.13.0,400.29,344,31,16378962818934130c49197728ef8ea7
91,2026-09-22T10:53:31.384526+08:00,0,0.56,0.44,0.11,jev-1.13.0,371.13,342,31,19d56f4df1182cc4b949fcf638fe9e05
92,2026-09-22T10:53:31.755965+08:00,0,0.6,0.4,0.2,jev-1.13.0,725.41,340,31,d92c28c76cb08ca0cd9516931bda5ba3
93,2026-09-22T10:53:32.481716+08:00,0,0.57,0.43,0.13,jev-1.13.0,368.33,342,31,4fd0791a21dc63bfb6904cc3b017f839
94,2026-09-22T10:53:32.850573+08:00,0,0.54,0.46,0.08,jev-1.13.0,399.13,343,31,130a308060a260bcbfa6d8b655d3aa5f
95,2026-09-22T10:53:33.250071+08:00,0,0.6,0.4,0.2,jev-1.13.0,404.79,342,31,7ef29d29cfd601e0c64ead2288b9b176
96,2026-09-22T10:53:33.655129+08:00,0,0.54,0.46,0.09,jev-1.13.0,415.42,346,31,4a382a443a08f27186997504b823711e
97,2026-09-22T10:53:34.070834+08:00,0,0.59,0.41,0.19,jev-1.13.0,397.23,341,31,e9c454afeb94af127e77017be744b2c5
98,2026-09-22T10:53:34.468485+08:00,0,0.59,0.41,0.18,jev-1.13.0,393.88,342,31,c3ac60b9bc730d972c78da2304033679
99,2026-09-22T10:53:34.862651+08:00,0,0.59,0.41,0.19,jev-1.13.0,389.64,341,31,67defa3a6c9d9254472e2af6c9eb7be1
100,2026-09-22T10:53:35.252560+08:00,0,0.6,0.4,0.2,jev-1.13.0,409.94,344,31,b0b5a1984f11f12d6e33b10de105845b
101,2026-09-22T10:53:35.662786+08:00,0,0.5,0.5,0.0,jev-1.13.0,377.44,344,31,1cf29078e65e50ca551c91571320c84c
102,2026-09-22T10:53:36.040522+08:00,0,0.65,0.35,0.29,jev-1.13.0,486.91,341,31,c0d79d5a727f3effafbc3c3e4f9c586b
103,2026-09-22T10:53:36.527784+08:00,0,0.6,0.4,0.21,jev-1.13.0,371.49,343,31,9b80ecb55834f7746dc79230bf391a35
104,2026-09-22T10:53:36.899540+08:00,0,0.61,0.39,0.21,jev-1.13.0,395.75,340,31,0def6babae16d8cf25dfe6d7137926d5
105,2026-09-22T10:53:37.295579+08:00,0,0.59,0.41,0.17,jev-1.13.0,425.14,343,31,fe5167a01b5ad234f1538b002303f22f
106,2026-09-22T10:53:37.720964+08:00,0,0.54,0.46,0.09,jev-1.13.0,383.24,345,31,6fa312960538555c024681645202c417
107,2026-09-22T10:53:38.104438+08:00,0,0.63,0.37,0.25,jev-1.13.0,381.75,340,31,aa16f1ef064bbf477edea9701a70d389
108,2026-09-22T10:53:38.486430+08:00,0,0.58,0.42,0.16,jev-1.13.0,369.12,343,31,952b0db0bc34817e26e61b4e5486ac26
109,2026-09-22T10:53:38.855778+08:00,0,0.59,0.41,0.18,jev-1.13.0,441.25,341,31,c552daeef3a732428a69dc9d18113683
110,2026-09-22T10:53:39.297255+08:00,0,0.58,0.42,0.16,jev-1.13.0,1101.87,338,31,fafd3070efd0550ad209d18432edee10
111,2026-09-22T10:53:40.399414+08:00,0,0.58,0.42,0.16,jev-1.13.0,411.59,344,31,9d7a22a019dcbba9827f81567b82b60c
112,2026-09-22T10:53:40.811291+08:00,0,0.58,0.42,0.15,jev-1.13.0,449.16,341,31,89c0c4fec7d9356cf0bb1ce56950970b
113,2026-09-22T10:53:41.260710+08:00,0,0.58,0.42,0.16,jev-1.13.0,429.66,341,31,abf2b2d54b8b78006b506ce4bafa7753
114,2026-09-22T10:53:41.690615+08:00,0,0.55,0.45,0.09,jev-1.13.0,460.07,345,31,2539657ac56a19e4540322b9d89282b0
115,2026-09-22T10:53:42.150993+08:00,0,0.56,0.44,0.12,jev-1.13.0,843.93,342,31,82fa5211be3666f130d7c90f2acc78a1
116,2026-09-22T10:53:42.995230+08:00,0,0.59,0.41,0.18,jev-1.13.0,421.71,343,31,ffd408a6c0650a1394b6191ba8b6123c
117,2026-09-22T10:53:43.417224+08:00,0,0.57,0.43,0.13,jev-1.13.0,882.59,341,31,0b4b971d4df5d9d9741a626ffbccea17
118,2026-09-22T10:53:44.300115+08:00,0,0.53,0.47,0.05,jev-1.13.0,370.21,346,31,1d65a2d494c694e7a24a189e0c98a73e
119,2026-09-22T10:53:44.670560+08:00,0,0.57,0.43,0.13,jev-1.13.0,397.37,343,31,2e834ca0b6d1fd86a177a088c2e837fa
120,2026-09-22T10:53:45.068291+08:00,0,0.58,0.42,0.15,jev-1.13.0,413.47,343,31,977cce70632aec949a5e46d70232c690
121,2026-09-22T10:53:45.482019+08:00,0,0.6,0.4,0.19,jev-1.13.0,1331.87,345,31,c276776c05977e44049d3c80f5408b40
122,2026-09-22T10:53:46.814113+08:00,0,0.54,0.46,0.07,jev-1.13.0,1312.84,343,31,6a6a5b8b8d462adb8810c2e9bd98a82d
123,2026-09-22T10:53:48.127262+08:00,0,0.6,0.4,0.21,jev-1.13.0,366.02,342,31,55ade6926a20905c9e8b309b3ae7aa46
124,2026-09-22T10:53:48.493570+08:00,0,0.59,0.41,0.18,jev-1.13.0,991.02,343,31,ae01652753a3a652e61058df7f5608b3
125,2026-09-22T10:53:49.484937+08:00,0,0.55,0.45,0.1,jev-1.13.0,849.71,342,31,9231bdf5f8cdcc5e360e96826bff4f12
126,2026-09-22T10:53:50.335044+08:00,0,0.61,0.39,0.23,jev-1.13.0,413.58,343,31,02a5a6926122abcef31889a9b092328f
127,2026-09-22T10:53:50.748994+08:00,0,0.55,0.45,0.09,jev-1.13.0,486.77,343,31,2900de5c7cab70e337307f41c517a7d3
128,2026-09-22T10:53:51.236278+08:00,0,0.62,0.38,0.24,jev-1.13.0,383.31,342,31,bfbe81e495c7e41830a55b5d7dd44244
129,2026-09-22T10:53:51.619831+08:00,0,0.59,0.41,0.19,jev-1.13.0,395.19,343,31,b5c611dc0b1d7954e9e0f0251bd6a9a1
130,2026-09-22T10:53:52.015397+08:00,0,0.6,0.4,0.2,jev-1.13.0,1144.6,342,31,f9fdb6e3c77aa0e018f4b0508d1e9ed4
131,2026-09-22T10:53:53.160490+08:00,0,0.65,0.35,0.3,jev-1.13.0,392.85,345,31,0a8e5524c9ed9c63b8d96e9113b971f4
132,2026-09-22T10:53:53.553577+08:00,0,0.54,0.46,0.08,jev-1.13.0,2434.2,344,31,1fe2a78658fb83f6a8a397021479a087
133,2026-09-22T10:53:55.988030+08:00,0,0.63,0.37,0.25,jev-1.13.0,468.9,341,31,bd02f04499459b45ed0216bd8a4ca36c
134,2026-09-22T10:53:56.457225+08:00,0,0.6,0.4,0.2,jev-1.13.0,454.58,340,31,ad430bf711e22a33f9cad1702ce50a08
135,2026-09-22T10:53:56.912088+08:00,0,0.57,0.43,0.14,jev-1.13.0,407.19,343,31,3388a4cb8e68f5078493c03dab9a730e
136,2026-09-22T10:53:57.319519+08:00,0,0.56,0.44,0.12,jev-1.13.0,475.56,344,31,9008815783c83697150aaf4a789fd3d3
137,2026-09-22T10:53:57.795334+08:00,0,0.57,0.43,0.15,jev-1.13.0,497.96,345,31,a70922b64707722b726278a2795f8659
138,2026-09-22T10:53:58.293532+08:00,0,0.58,0.42,0.15,jev-1.13.0,439.3,341,31,b1cf759c9fab55611a3182b0182732bc
139,2026-09-22T10:53:58.733199+08:00,0,0.63,0.37,0.26,jev-1.13.0,898.67,342,31,a8dfe0c8eb3b437b11510f5f18c384be
140,2026-09-22T10:53:59.632114+08:00,0,0.67,0.33,0.34,jev-1.13.0,849.6,340,31,d0a0bbe3f714474b7777ee380cef7c49
141,2026-09-22T10:54:00.482046+08:00,0,0.61,0.39,0.23,jev-1.13.0,425.28,343,31,b4e32c312e2dd8b888780073c9a509fa
142,2026-09-22T10:54:00.907665+08:00,0,0.52,0.48,0.03,jev-1.13.0,446.77,342,31,75531caf127a23d25bdbdb168b022836
143,2026-09-22T10:54:01.354783+08:00,0,0.54,0.46,0.09,jev-1.13.0,1092.49,341,31,44f64ae95e4933719835db991adbcd6e
144,2026-09-22T10:54:02.447525+08:00,0,0.53,0.47,0.07,jev-1.13.0,404.34,344,31,76343ce2c59b40f5900de845a27d96b5
145,2026-09-22T10:54:02.852092+08:00,0,0.58,0.42,0.16,jev-1.13.0,425.58,342,31,f3cf593269b14748d95be2e894d686da
146,2026-09-22T10:54:03.277942+08:00,0,0.62,0.38,0.25,jev-1.13.0,426.17,343,31,c62396a713db79e3e44267e1a5ca66f0
147,2026-09-22T10:54:03.704432+08:00,0,0.59,0.41,0.18,jev-1.13.0,379.26,341,31,eb92f7723f1cd4604d4d955ba2eabf68
148,2026-09-22T10:54:04.084013+08:00,0,0.6,0.4,0.21,jev-1.13.0,440.11,341,31,c2c038a2e3dd843d453f95fdedbf4f9b
149,2026-09-22T10:54:04.524396+08:00,0,0.59,0.41,0.18,jev-1.13.0,410.42,339,31,fe767f1c9be65ef8458d36ab3fcdb977
150,2026-09-22T10:54:04.935102+08:00,0,0.58,0.42,0.16,jev-1.13.0,434.22,343,31,954d107627a885f8028997fbbbd354ce
151,2026-09-22T10:54:05.369563+08:00,0,0.55,0.45,0.1,jev-1.13.0,938.36,343,31,8957d2d38c36f18d5e6a2f92fab7c9ec
152,2026-09-22T10:54:06.308383+08:00,0,0.58,0.42,0.17,jev-1.13.0,364.13,345,31,8b0f629db453b374c8699b734f0888d8
153,2026-09-22T10:54:06.672761+08:00,0,0.6,0.4,0.2,jev-1.13.0,413.94,341,31,b34a28b5437f89bdaae9f9815cbfd968
154,2026-09-22T10:54:07.086923+08:00,0,0.55,0.45,0.11,jev-1.13.0,409.07,341,31,785aa698dfad17fd51b28a69414411dd
155,2026-09-22T10:54:07.496272+08:00,0,0.6,0.4,0.2,jev-1.13.0,369.75,342,31,b9cbe799d2e8d9b96bd673cf9b4f3e3f
156,2026-09-22T10:54:07.866318+08:00,0,0.61,0.39,0.22,jev-1.13.0,425.14,342,31,bad4c1d7f7289030f33ff1b65f2552c0
157,2026-09-22T10:54:08.291866+08:00,0,0.57,0.43,0.13,jev-1.13.0,407.1,343,31,c2d819f28841044d2d2bf70954ed9f08
158,2026-09-22T10:54:08.699267+08:00,0,0.59,0.41,0.17,jev-1.13.0,381.41,342,31,2fcd6c05be78b65ea030d8f1ea6e001d
159,2026-09-22T10:54:09.080901+08:00,0,0.63,0.37,0.26,jev-1.13.0,439.72,339,31,d6eba6574a85ccaa1e3b2246b57dea38
160,2026-09-22T10:54:09.520874+08:00,0,0.57,0.43,0.14,jev-1.13.0,704.61,339,31,f5efbc7da482146148c02663ac6bac18
161,2026-09-22T10:54:10.225792+08:00,0,0.58,0.42,0.15,jev-1.13.0,406.73,343,31,be7b38d5bd00d53a577143c4a1644416
162,2026-09-22T10:54:10.632834+08:00,0,0.56,0.44,0.13,jev-1.13.0,422.89,342,31,45d25a5ba5b8a8d847ab3bb3ee426637
163,2026-09-22T10:54:11.055957+08:00,0,0.53,0.47,0.06,jev-1.13.0,393.0,344,31,3a79c85db2f572463c4718a3db35c879
164,2026-09-22T10:54:11.449224+08:00,0,0.6,0.4,0.2,jev-1.13.0,813.35,342,31,cb57095557a2de853a70928d6a95ad31
165,2026-09-22T10:54:12.262836+08:00,0,0.58,0.42,0.16,jev-1.13.0,398.38,339,31,9fec1993aa908748bb3b3caa9bc768de
166,2026-09-22T10:54:12.661575+08:00,0,0.62,0.38,0.24,jev-1.13.0,411.96,344,31,285a9b32785e925fd22897be372167b9
167,2026-09-22T10:54:13.073847+08:00,0,0.63,0.37,0.25,jev-1.13.0,406.0,341,31,e0b6635e187805ee635d97e4dede8fd2
168,2026-09-22T10:54:13.480211+08:00,1,0.49,0.51,0.02,jev-1.13.0,379.24,345,31,3152614958327e7a1aa9054b9398603e
169,2026-09-22T10:54:13.859700+08:00,0,0.59,0.41,0.18,jev-1.13.0,854.06,341,31,a66b1affd61a528c338be50af22d8920
170,2026-09-22T10:54:14.714072+08:00,0,0.6,0.4,0.19,jev-1.13.0,388.47,343,31,e26e8b7ddf77af503e557b2c30d3e486
171,2026-09-22T10:54:15.102784+08:00,0,0.6,0.4,0.2,jev-1.13.0,384.27,342,31,f94a828312107258b8e9f1fb0c6fc6fd
172,2026-09-22T10:54:15.487334+08:00,0,0.58,0.42,0.16,jev-1.13.0,366.38,339,31,ca48abedcddab16cb30c7c94463a2a85
173,2026-09-22T10:54:15.853983+08:00,0,0.59,0.41,0.17,jev-1.13.0,523.34,341,31,52e7ae6244714371ed357fd2a8cac78b
174,2026-09-22T10:54:16.377616+08:00,0,0.58,0.42,0.16,jev-1.13.0,422.23,340,31,5b2cfff3a864d682b362acffaef5b3d9
175,2026-09-22T10:54:16.800277+08:00,0,0.62,0.38,0.24,jev-1.13.0,367.74,343,31,feb0125b918449e5c907a5761b2a179c
176,2026-09-22T10:54:17.168432+08:00,0,0.58,0.42,0.17,jev-1.13.0,365.46,342,31,c9fa4d2c35334c5ac5b4df9733329c0c
177,2026-09-22T10:54:17.534154+08:00,0,0.59,0.41,0.17,jev-1.13.0,908.56,341,31,a9ddcaf21600f5d07679167853ca8a7f
178,2026-09-22T10:54:18.443168+08:00,0,0.56,0.44,0.13,jev-1.13.0,400.86,344,31,7c6452e898730b651454968e5bab0484
179,2026-09-22T10:54:18.844309+08:00,0,0.55,0.45,0.09,jev-1.13.0,500.14,345,31,41c2e4897d0b143e9a8f50bd2019601f
180,2026-09-22T10:54:19.344680+08:00,0,0.59,0.41,0.17,jev-1.13.0,431.24,343,31,537275a353d2932667ca2fdf8cd294a8
181,2026-09-22T10:54:19.776199+08:00,0,0.59,0.41,0.18,jev-1.13.0,451.87,339,31,b7a1e3f8a936bef75aa5aa759fe41fd6
182,2026-09-22T10:54:20.228355+08:00,0,0.59,0.41,0.18,jev-1.13.0,384.23,344,31,0bdf752ff8d2f78e1154c868f13c06c0
183,2026-09-22T10:54:20.612886+08:00,0,0.56,0.44,0.12,jev-1.13.0,371.95,344,31,49ac7b6b40d32a1a09da000492f02926
184,2026-09-22T10:54:20.985092+08:00,0,0.59,0.41,0.17,jev-1.13.0,426.34,340,31,d4556627887dfd6eb958fb1a20d33fee
185,2026-09-22T10:54:21.411726+08:00,0,0.58,0.42,0.16,jev-1.13.0,857.13,343,31,bdc7d512c2d83382b0ce35e4d2b6981e
