index,timestamp,bit,p0,p1,confidence,model,elapsed_ms,input_tokens,output_tokens
56,2026-09-23T00:15:23.973396+08:00,0,0.6,0.4,0.21,jev-1.13.0,542.75,310,31
57,2026-09-23T00:15:24.516425+08:00,0,0.6,0.4,0.19,jev-1.13.0,435.76,310,31
58,2026-09-23T00:15:24.952446+08:00,0,0.62,0.38,0.24,jev-1.13.0,473.85,310,31
59,2026-09-23T00:15:25.426567+08:00,0,0.59,0.41,0.18,jev-1.13.0,458.72,310,31
60,2026-09-23T00:15:25.885525+08:00,0,0.58,0.42,0.17,jev-1.13.0,732.52,310,31
61,2026-09-23T00:15:26.618299+08:00,0,0.58,0.42,0.17,jev-1.13.0,461.17,310,31
62,2026-09-23T00:15:27.079686+08:00,0,0.62,0.38,0.24,jev-1.13.0,453.44,310,31
63,2026-09-23T00:15:27.533385+08:00,0,0.62,0.38,0.24,jev-1.13.0,448.95,310,31
64,2026-09-23T00:15:27.982580+08:00,0,0.62,0.38,0.24,jev-1.13.0,999.97,310,31
65,2026-09-23T00:15:28.982846+08:00,0,0.6,0.4,0.2,jev-1.13.0,465.88,310,31
66,2026-09-23T00:15:29.448988+08:00,0,0.64,0.36,0.28,jev-1.13.0,418.87,310,31
67,2026-09-23T00:15:29.868136+08:00,0,0.6,0.4,0.2,jev-1.13.0,466.86,310,31
68,2026-09-23T00:15:30.335248+08:00,0,0.64,0.36,0.28,jev-1.13.0,434.4,310,31
69,2026-09-23T00:15:30.769935+08:00,0,0.62,0.38,0.24,jev-1.13.0,422.33,310,31
70,2026-09-23T00:15:31.192574+08:00,0,0.62,0.38,0.23,jev-1.13.0,453.85,310,31
71,2026-09-23T00:15:31.646656+08:00,0,0.62,0.38,0.23,jev-1.13.0,428.29,310,31
72,2026-09-23T00:15:32.075273+08:00,0,0.6,0.4,0.19,jev-1.13.0,467.27,310,31
73,2026-09-23T00:15:32.542863+08:00,0,0.62,0.38,0.23,jev-1.13.0,531.69,310,31
74,2026-09-23T00:15:33.074821+08:00,0,0.6,0.4,0.21,jev-1.13.0,479.77,310,31
75,2026-09-23T00:15:33.554879+08:00,0,0.59,0.41,0.18,jev-1.13.0,1096.86,310,31
76,2026-09-23T00:15:34.652065+08:00,0,0.61,0.39,0.22,jev-1.13.0,441.64,310,31
77,2026-09-23T00:15:35.093995+08:00,0,0.59,0.41,0.18,jev-1.13.0,411.92,310,31
78,2026-09-23T00:15:35.506202+08:00,0,0.61,0.39,0.22,jev-1.13.0,437.51,310,31
79,2026-09-23T00:15:35.944001+08:00,0,0.64,0.36,0.28,jev-1.13.0,1038.45,310,31
80,2026-09-23T00:15:36.982685+08:00,0,0.6,0.4,0.19,jev-1.13.0,464.7,310,31
81,2026-09-23T00:15:37.447693+08:00,0,0.61,0.39,0.22,jev-1.13.0,755.34,310,31
82,2026-09-23T00:15:38.203311+08:00,0,0.6,0.4,0.19,jev-1.13.0,471.29,310,31
83,2026-09-23T00:15:38.674835+08:00,0,0.59,0.41,0.18,jev-1.13.0,431.18,310,31
84,2026-09-23T00:15:39.106296+08:00,0,0.62,0.38,0.24,jev-1.13.0,471.21,310,31
85,2026-09-23T00:15:39.577739+08:00,0,0.61,0.39,0.21,jev-1.13.0,938.38,310,31
86,2026-09-23T00:15:40.516434+08:00,0,0.62,0.38,0.24,jev-1.13.0,447.49,310,31
87,2026-09-23T00:15:40.964155+08:00,0,0.61,0.39,0.22,jev-1.13.0,451.33,310,31
88,2026-09-23T00:15:41.415718+08:00,0,0.59,0.41,0.19,jev-1.13.0,1486.67,310,31
89,2026-09-23T00:15:42.902624+08:00,0,0.64,0.36,0.28,jev-1.13.0,501.14,310,31
90,2026-09-23T00:15:43.404054+08:00,0,0.61,0.39,0.22,jev-1.13.0,443.82,310,31
91,2026-09-23T00:15:43.848139+08:00,0,0.62,0.38,0.23,jev-1.13.0,460.28,310,31
92,2026-09-23T00:15:44.308659+08:00,0,0.6,0.4,0.21,jev-1.13.0,923.57,310,31
93,2026-09-23T00:15:45.232515+08:00,0,0.62,0.38,0.24,jev-1.13.0,430.84,310,31
94,2026-09-23T00:15:45.663589+08:00,0,0.62,0.38,0.23,jev-1.13.0,980.41,310,31
95,2026-09-23T00:15:46.644334+08:00,0,0.63,0.37,0.26,jev-1.13.0,739.93,310,31
96,2026-09-23T00:15:47.384530+08:00,0,0.62,0.38,0.23,jev-1.13.0,742.19,310,31
97,2026-09-23T00:15:48.127247+08:00,0,0.61,0.39,0.21,jev-1.13.0,436.47,310,31
98,2026-09-23T00:15:48.563987+08:00,0,0.61,0.39,0.22,jev-1.13.0,434.83,310,31
99,2026-09-23T00:15:48.999116+08:00,0,0.63,0.37,0.25,jev-1.13.0,424.11,310,31
100,2026-09-23T00:15:49.423618+08:00,0,0.63,0.37,0.25,jev-1.13.0,436.57,310,31
101,2026-09-23T00:15:49.860871+08:00,0,0.59,0.41,0.17,jev-1.13.0,1361.26,310,31
102,2026-09-23T00:15:51.222445+08:00,0,0.57,0.43,0.13,jev-1.13.0,1128.64,310,31
103,2026-09-23T00:15:52.351381+08:00,0,0.64,0.36,0.29,jev-1.13.0,478.2,310,31
104,2026-09-23T00:15:52.829897+08:00,0,0.62,0.38,0.24,jev-1.13.0,434.55,310,31
105,2026-09-23T00:15:53.264788+08:00,0,0.59,0.41,0.19,jev-1.13.0,472.5,310,31
106,2026-09-23T00:15:53.737576+08:00,0,0.62,0.38,0.23,jev-1.13.0,455.1,310,31
107,2026-09-23T00:15:54.192965+08:00,0,0.59,0.41,0.18,jev-1.13.0,474.03,310,31
108,2026-09-23T00:15:54.667688+08:00,0,0.62,0.38,0.24,jev-1.13.0,455.5,310,31
109,2026-09-23T00:15:55.123484+08:00,0,0.59,0.41,0.18,jev-1.13.0,1032.05,310,31
110,2026-09-23T00:15:56.156091+08:00,0,0.58,0.42,0.17,jev-1.13.0,464.46,310,31
111,2026-09-23T00:15:56.620943+08:00,0,0.59,0.41,0.18,jev-1.13.0,940.58,310,31
112,2026-09-23T00:15:57.561846+08:00,0,0.61,0.39,0.23,jev-1.13.0,468.03,310,31
113,2026-09-23T00:15:58.030121+08:00,0,0.59,0.41,0.18,jev-1.13.0,457.25,310,31
114,2026-09-23T00:15:58.487660+08:00,0,0.65,0.35,0.3,jev-1.13.0,441.93,310,31
115,2026-09-23T00:15:58.929914+08:00,0,0.58,0.42,0.16,jev-1.13.0,414.45,310,31
116,2026-09-23T00:15:59.344744+08:00,0,0.62,0.38,0.23,jev-1.13.0,939.83,310,31
117,2026-09-23T00:16:00.284899+08:00,0,0.6,0.4,0.2,jev-1.13.0,977.93,310,31
118,2026-09-23T00:16:01.263214+08:00,0,0.63,0.37,0.27,jev-1.13.0,482.07,310,31
119,2026-09-23T00:16:01.745583+08:00,0,0.61,0.39,0.22,jev-1.13.0,502.32,310,31
120,2026-09-23T00:16:02.248240+08:00,0,0.6,0.4,0.2,jev-1.13.0,913.53,310,31
121,2026-09-23T00:16:03.162166+08:00,0,0.59,0.41,0.18,jev-1.13.0,477.75,310,31
122,2026-09-23T00:16:03.640168+08:00,0,0.59,0.41,0.17,jev-1.13.0,1703.82,310,31
123,2026-09-23T00:16:05.344271+08:00,0,0.6,0.4,0.2,jev-1.13.0,461.49,310,31
124,2026-09-23T00:16:05.806051+08:00,0,0.61,0.39,0.23,jev-1.13.0,569.19,310,31
125,2026-09-23T00:16:06.375585+08:00,0,0.63,0.37,0.25,jev-1.13.0,957.44,310,31
126,2026-09-23T00:16:07.333356+08:00,0,0.62,0.38,0.24,jev-1.13.0,541.59,310,31
127,2026-09-23T00:16:07.875352+08:00,0,0.63,0.37,0.26,jev-1.13.0,471.98,310,31
128,2026-09-23T00:16:08.347595+08:00,0,0.61,0.39,0.22,jev-1.13.0,484.97,310,31
129,2026-09-23T00:16:08.832840+08:00,0,0.62,0.38,0.24,jev-1.13.0,793.2,310,31
130,2026-09-23T00:16:09.626348+08:00,0,0.6,0.4,0.21,jev-1.13.0,443.74,310,31
131,2026-09-23T00:16:10.070416+08:00,0,0.62,0.38,0.25,jev-1.13.0,961.4,310,31
132,2026-09-23T00:16:11.032102+08:00,0,0.6,0.4,0.2,jev-1.13.0,432.6,310,31
133,2026-09-23T00:16:11.464976+08:00,0,0.62,0.38,0.25,jev-1.13.0,444.2,310,31
134,2026-09-23T00:16:11.909435+08:00,0,0.6,0.4,0.2,jev-1.13.0,481.11,310,31
135,2026-09-23T00:16:12.390808+08:00,0,0.62,0.38,0.24,jev-1.13.0,464.91,310,31
136,2026-09-23T00:16:12.856047+08:00,0,0.61,0.39,0.23,jev-1.13.0,524.01,310,31
137,2026-09-23T00:16:13.380416+08:00,0,0.63,0.37,0.26,jev-1.13.0,426.85,310,31
138,2026-09-23T00:16:13.807553+08:00,0,0.62,0.38,0.23,jev-1.13.0,483.84,310,31
139,2026-09-23T00:16:14.291748+08:00,0,0.61,0.39,0.22,jev-1.13.0,738.01,310,31
140,2026-09-23T00:16:15.030050+08:00,0,0.63,0.37,0.26,jev-1.13.0,430.62,310,31
141,2026-09-23T00:16:15.460940+08:00,0,0.62,0.38,0.23,jev-1.13.0,519.96,310,31
142,2026-09-23T00:16:15.981233+08:00,0,0.64,0.36,0.28,jev-1.13.0,715.34,310,31
143,2026-09-23T00:16:16.696875+08:00,0,0.62,0.38,0.23,jev-1.13.0,841.05,310,31
144,2026-09-23T00:16:17.538251+08:00,0,0.63,0.37,0.25,jev-1.13.0,503.72,310,31
145,2026-09-23T00:16:18.042290+08:00,0,0.61,0.39,0.22,jev-1.13.0,763.57,310,31
146,2026-09-23T00:16:18.806146+08:00,0,0.61,0.39,0.23,jev-1.13.0,499.91,310,31
147,2026-09-23T00:16:19.306322+08:00,0,0.62,0.38,0.24,jev-1.13.0,459.75,310,31
148,2026-09-23T00:16:19.766397+08:00,0,0.61,0.39,0.21,jev-1.13.0,769.17,310,31
149,2026-09-23T00:16:20.535845+08:00,0,0.58,0.42,0.15,jev-1.13.0,452.62,310,31
150,2026-09-23T00:16:20.988797+08:00,0,0.61,0.39,0.22,jev-1.13.0,445.11,310,31
151,2026-09-23T00:16:21.434212+08:00,0,0.6,0.4,0.2,jev-1.13.0,470.7,310,31
152,2026-09-23T00:16:21.905219+08:00,0,0.63,0.37,0.25,jev-1.13.0,442.53,310,31
153,2026-09-23T00:16:22.348133+08:00,0,0.61,0.39,0.21,jev-1.13.0,1008.15,310,31
154,2026-09-23T00:16:23.356550+08:00,0,0.62,0.38,0.25,jev-1.13.0,442.46,310,31
155,2026-09-23T00:16:23.799262+08:00,0,0.61,0.39,0.23,jev-1.13.0,476.93,310,31
156,2026-09-23T00:16:24.276485+08:00,0,0.62,0.38,0.24,jev-1.13.0,971.81,310,31
157,2026-09-23T00:16:25.248562+08:00,0,0.61,0.39,0.22,jev-1.13.0,477.65,310,31
158,2026-09-23T00:16:25.726480+08:00,0,0.62,0.38,0.23,jev-1.13.0,759.48,310,31
159,2026-09-23T00:16:26.486270+08:00,0,0.59,0.41,0.18,jev-1.13.0,525.01,310,31
160,2026-09-23T00:16:27.011518+08:00,0,0.58,0.42,0.17,jev-1.13.0,493.55,310,31
161,2026-09-23T00:16:27.505310+08:00,0,0.59,0.41,0.18,jev-1.13.0,975.02,310,31
162,2026-09-23T00:16:28.480644+08:00,0,0.64,0.36,0.27,jev-1.13.0,449.0,310,31
163,2026-09-23T00:16:28.929933+08:00,0,0.6,0.4,0.2,jev-1.13.0,470.44,310,31
164,2026-09-23T00:16:29.400785+08:00,0,0.6,0.4,0.19,jev-1.13.0,465.63,310,31
165,2026-09-23T00:16:29.866782+08:00,0,0.59,0.41,0.18,jev-1.13.0,988.89,310,31
166,2026-09-23T00:16:30.856040+08:00,0,0.6,0.4,0.2,jev-1.13.0,456.52,310,31
167,2026-09-23T00:16:31.312853+08:00,0,0.59,0.41,0.18,jev-1.13.0,442.16,310,31
168,2026-09-23T00:16:31.755321+08:00,0,0.61,0.39,0.22,jev-1.13.0,429.39,310,31
169,2026-09-23T00:16:32.185016+08:00,0,0.63,0.37,0.25,jev-1.13.0,491.16,310,31
170,2026-09-23T00:16:32.676480+08:00,0,0.6,0.4,0.2,jev-1.13.0,453.58,310,31
171,2026-09-23T00:16:33.130441+08:00,0,0.61,0.39,0.23,jev-1.13.0,447.73,310,31
172,2026-09-23T00:16:33.578479+08:00,0,0.61,0.39,0.23,jev-1.13.0,949.96,310,31
173,2026-09-23T00:16:34.528774+08:00,0,0.59,0.41,0.18,jev-1.13.0,474.39,310,31
174,2026-09-23T00:16:35.003624+08:00,0,0.62,0.38,0.23,jev-1.13.0,483.52,310,31
175,2026-09-23T00:16:35.487454+08:00,0,0.61,0.39,0.23,jev-1.13.0,956.84,310,31
176,2026-09-23T00:16:36.444776+08:00,0,0.59,0.41,0.18,jev-1.13.0,506.93,310,31
177,2026-09-23T00:16:36.952026+08:00,0,0.59,0.41,0.18,jev-1.13.0,701.55,310,31
178,2026-09-23T00:16:37.653807+08:00,0,0.6,0.4,0.19,jev-1.13.0,468.45,310,31
179,2026-09-23T00:16:38.122565+08:00,0,0.6,0.4,0.2,jev-1.13.0,1616.14,310,31
180,2026-09-23T00:16:39.739153+08:00,0,0.58,0.42,0.15,jev-1.13.0,891.31,310,31
181,2026-09-23T00:16:40.630783+08:00,0,0.6,0.4,0.2,jev-1.13.0,467.13,310,31
182,2026-09-23T00:16:41.098199+08:00,0,0.62,0.38,0.24,jev-1.13.0,716.11,310,31
183,2026-09-23T00:16:41.814608+08:00,0,0.6,0.4,0.2,jev-1.13.0,974.78,310,31
184,2026-09-23T00:16:42.789651+08:00,0,0.62,0.38,0.25,jev-1.13.0,1000.12,310,31
185,2026-09-23T00:16:43.790008+08:00,0,0.59,0.41,0.19,jev-1.13.0,1346.29,310,31
186,2026-09-23T00:16:45.136656+08:00,0,0.59,0.41,0.18,jev-1.13.0,525.08,310,31
187,2026-09-23T00:16:45.662000+08:00,0,0.63,0.37,0.26,jev-1.13.0,581.56,310,31
188,2026-09-23T00:16:46.243858+08:00,0,0.6,0.4,0.2,jev-1.13.0,1445.4,310,31
189,2026-09-23T00:16:47.689511+08:00,0,0.59,0.41,0.19,jev-1.13.0,409.83,310,31
190,2026-09-23T00:16:48.099629+08:00,0,0.6,0.4,0.19,jev-1.13.0,943.96,310,31
191,2026-09-23T00:16:49.043956+08:00,0,0.61,0.39,0.22,jev-1.13.0,532.75,310,31
192,2026-09-23T00:16:49.576981+08:00,0,0.64,0.36,0.28,jev-1.13.0,445.93,310,31
193,2026-09-23T00:16:50.023151+08:00,0,0.6,0.4,0.2,jev-1.13.0,799.33,310,31
194,2026-09-23T00:16:50.822707+08:00,0,0.62,0.38,0.24,jev-1.13.0,470.56,310,31
195,2026-09-23T00:16:51.293494+08:00,0,0.65,0.35,0.3,jev-1.13.0,1017.46,310,31
196,2026-09-23T00:16:52.311202+08:00,0,0.6,0.4,0.21,jev-1.13.0,464.94,310,31
197,2026-09-23T00:16:52.776397+08:00,0,0.62,0.38,0.23,jev-1.13.0,567.37,310,31
198,2026-09-23T00:16:53.344052+08:00,0,0.63,0.37,0.25,jev-1.13.0,727.38,310,31
199,2026-09-23T00:16:54.071703+08:00,0,0.61,0.39,0.22,jev-1.13.0,477.12,310,31
200,2026-09-23T00:16:54.549154+08:00,0,0.59,0.41,0.18,jev-1.13.0,463.22,310,31
